CVE ID,CVE Description,AV,AC,PR,UI,Automatable,Barrier
CVE-2022-44034,"An issue was discovered in the Linux kernel through 6.0.6. drivers/char/pcmcia/scr24x_cs.c has a race condition and resultant use-after-free if a physically proximate attacker removes a PCMCIA device while calling open(), aka a race condition between scr24x_open() and scr24x_remove().",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-45888,An issue was discovered in the Linux kernel through 6.0.9. drivers/char/xillybus/xillyusb.c has a race condition and use-after-free during physical removal of a USB device.,PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-43557,"The BD BodyGuard™ infusion pumps specified allow for access through the RS-232 (serial) port interface. If exploited, threat actors with physical access, specialized equipment and knowledge may be able to configure or disable the pump. No electronic protected health information (ePHI), protected health information (PHI) or personally identifiable information (PII) is stored in the pump.",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-39910,Improper access control vulnerability in Samsung Pass prior to version 4.0.06.7 allow physical attackers to access data of Samsung Pass on a certain state of an unlocked device using pop-up view.,PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-47549,An unprotected memory-access operation in optee_os in TrustedFirmware Open Portable Trusted Execution Environment (OP-TEE) before 3.20 allows a physically proximate adversary to bypass signature verification and install malicious trusted applications via electromagnetic fault injections.,PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-4382,A use-after-free flaw caused by a race among the superblock operations in the gadgetfs Linux driver was found. It could be triggered by yanking out a device that is running the gadgetfs side.,PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2023-20523,"TOCTOU in the ASP may allow a physical attacker to write beyond the buffer bounds, potentially leading to a loss of integrity or denial of service.",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-41505,"An access control issue on TP-LInk Tapo C200 V1 devices allows physically proximate attackers to obtain root access by connecting to the UART pins, interrupting the boot process, and setting an init=/bin/sh value.",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-24410,Dell BIOS contains an information exposure vulnerability. An unauthenticated local attacker with physical access to the system and knowledge of the system configuration could potentially exploit this vulnerability to read system information via debug interfaces.,PHYSICAL,HIGH,NONE,NONE,NO,Weaponization
CVE-2023-25758,"Onekey Touch devices through 4.0.0 and Onekey Mini devices through 2.10.0 allow man-in-the-middle attackers to obtain the seed phase. The man-in-the-middle access can only be obtained after disassembling a device (i.e., here, ""man-in-the-middle"" does not refer to the attacker's position on an IP network). NOTE: the vendor states that ""our hardware team has updated the security patch without anyone being affected.""",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2023-23039,"An issue was discovered in the Linux kernel through 6.2.0-rc2. drivers/tty/vcc.c has a race condition and resultant use-after-free if a physically proximate attacker removes a VCC device while calling open(), aka a race condition between vcc_open() and vcc_remove().",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2022-3093,This vulnerability allows physical attackers to execute arbitrary code on affected Tesla vehicles. Authentication is not required to exploit this vulnerability. The specific flaw exists within the ice_updater update mechanism. The issue results from the lack of proper validation of user-supplied firmware. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-17463.,PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2023-26555,"praecis_parse in ntpd/refclock_palisade.c in NTP 4.2.8p15 has an out-of-bounds write. Any attack method would be complex, e.g., with a manipulated GPS receiver.",PHYSICAL,HIGH,NONE,NONE,NO,Delivery
CVE-2016-3302,"Microsoft Windows 8.1, Windows Server 2012 R2, Windows RT 8.1, and Windows 10 Gold, 1511, and 1607, when the lock screen is enabled, do not properly restrict the loading of web content, which allows physically proximate attackers to execute arbitrary code via a (1) crafted Wi-Fi access point or (2) crafted mobile-broadband device, aka ""Windows Lock Screen Elevation of Privilege Vulnerability.""",PHYSICAL,HIGH,NONE,REQUIRED,NO,Delivery
CVE-2019-12203,"SilverStripe through 4.3.3 allows session fixation in the ""change password"" form.",PHYSICAL,HIGH,NONE,REQUIRED,NO,Delivery
CVE-2013-4867,Electronic Arts Karotz Smart Rabbit 12.07.19.00 allows Python module hijacking,PHYSICAL,HIGH,NONE,REQUIRED,NO,Delivery
CVE-2015-8801,Race condition in the client in Symantec Endpoint Protection (SEP) 12.1 before RU6 MP5 allows local users to bypass intended restrictions on USB file transfer by conducting filesystem operations before the SEP device manager recognizes a new USB device.,PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2016-5540,Unspecified vulnerability in the Oracle Retail Xstore Payment component in Oracle Retail Applications 1.x allows local users to affect confidentiality and integrity via unknown vectors.,PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2017-6590,"An issue was discovered in network-manager-applet (aka network-manager-gnome) in Ubuntu 12.04 LTS, 14.04 LTS, 16.04 LTS, and 16.10. A local attacker could use this issue at the default Ubuntu login screen to access local files and execute arbitrary commands as the lightdm user. The exploitation requires physical access to the locked computer and the Wi-Fi must be turned on. An access point that lets you use a certificate to login is required as well, but it's easy to create one. Then, it's possible to open a nautilus window and browse directories. One also can open some applications such as Firefox, which is useful for downloading malicious binaries.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2017-7936,"A stack-based buffer overflow issue was discovered in NXP i.MX 50, i.MX 53, i.MX 6ULL, i.MX 6UltraLite, i.MX 6SoloLite, i.MX 6Solo, i.MX 6DualLite, i.MX 6SoloX, i.MX 6Dual, i.MX 6Quad, i.MX 6DualPlus, i.MX 6QuadPlus, Vybrid VF3xx, Vybrid VF5xx, and Vybrid VF6xx. When the device is configured in security enabled configuration, SDP could be used to download a small section of code to an unprotected region of memory.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2017-10168,Vulnerability in the Hospitality Hotel Mobile component of Oracle Hospitality Applications (subcomponent: Suite 8/Windows). The supported version that is affected is 1.1. Difficult to exploit vulnerability allows physical access to compromise Hospitality Hotel Mobile. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Hospitality Hotel Mobile accessible data and unauthorized ability to cause a partial denial of service (partial DOS) of Hospitality Hotel Mobile. CVSS 3.0 Base Score 4.6 (Confidentiality and Availability impacts). CVSS Vector: (CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:L).,PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2017-10225,"Vulnerability in the Oracle Hospitality RES 3700 component of Oracle Hospitality Applications (subcomponent: OPS Operations). The supported version that is affected is 5.5. Difficult to exploit vulnerability allows physical access to compromise Oracle Hospitality RES 3700. While the vulnerability is in Oracle Hospitality RES 3700, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Hospitality RES 3700 accessible data as well as unauthorized access to critical data or complete access to all Oracle Hospitality RES 3700 accessible data and unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Hospitality RES 3700. CVSS 3.0 Base Score 7.0 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:L).",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2017-15102,The tower_probe function in drivers/usb/misc/legousbtower.c in the Linux kernel before 4.8.1 allows local users (who are physically proximate for inserting a crafted USB device) to gain privileges by leveraging a write-what-where condition that occurs after a race condition and a NULL pointer dereference.,PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2018-13434,"** DISPUTED ** An issue was discovered in the LINE jp.naver.line application 8.8.0 for iOS. The LAContext class for Biometric (TouchID) validation allows authentication bypass by overriding the LAContext return Boolean value to be ""true"" because the kSecAccessControlUserPresence protection mechanism is not used. In other words, an attacker could authenticate with an arbitrary fingerprint.  NOTE: the vendor indicates that this is not an attack of interest within the context of their threat model, which excludes iOS devices on which a jailbreak has occurred.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2018-12037,"An issue was discovered on Samsung 840 EVO and 850 EVO devices (only in ""ATA high"" mode, not vulnerable in ""TCG"" or ""ATA max"" mode), Samsung T3 and T5 portable drives, and Crucial MX100, MX200 and MX300 devices. Absence of a cryptographic link between the password and the Disk Encryption Key allows attackers with privileged access to SSD firmware full access to encrypted data.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2018-16868,"A Bleichenbacher type side-channel based padding oracle attack was found in the way gnutls handles verification of RSA decrypted PKCS#1 v1.5 data. An attacker who is able to run process on the same physical core as the victim process, could use this to extract plaintext or in some cases downgrade any TLS connections to a vulnerable server.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2019-19529,"In the Linux kernel before 5.3.11, there is a use-after-free bug that can be caused by a malicious USB device in the drivers/net/can/usb/mcba_usb.c driver, aka CID-4d6636498c41.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2021-20121,"The Telus Wi-Fi Hub (PRV65B444A-S-TS) with firmware version 3.00.20 is vulnerable to an authenticated arbitrary file read. An authenticated user with physical access to the device can read arbitrary files from the device by preparing and connecting a specially prepared USB drive to the device, and making a series of crafted requests to the device's web interface.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2021-41993,"A misconfiguration of RSA in PingID Android app prior to 1.19 is vulnerable to pre-computed dictionary attacks, leading to an offline MFA bypass when using PingID Windows Login.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2021-41994,"A misconfiguration of RSA in PingID iOS app prior to 1.19 is vulnerable to pre-computed dictionary attacks, leading to an offline MFA bypass when using PingID Windows Login.",PHYSICAL,HIGH,LOW,NONE,NO,Delivery
CVE-2022-29587,Konica Minolta bizhub MFP devices before 2022-04-14 have an internal Chromium browser that executes with root (aka superuser) access privileges.,PHYSICAL,HIGH,LOW,NONE,NO,Delivery
